,index,LCLid,Enabled At,Disabled At,Duration
1358,486,2598,10-07-2012 10:00,28-02-2014 00:00,597 days 14:00:00
1357,487,2599,10-07-2012 10:30,28-02-2014 00:00,597 days 13:30:00
1356,488,2600,10-07-2012 11:30,28-02-2014 00:00,597 days 12:30:00
1355,489,2601,10-07-2012 11:30,28-02-2014 00:00,597 days 12:30:00
1353,13,2602,10-07-2012 11:30,28-02-2014 00:00,597 days 12:30:00
1354,490,2603,10-07-2012 11:30,28-02-2014 00:00,597 days 12:30:00
1349,14,2604,10-07-2012 12:00,28-02-2014 00:00,597 days 12:00:00
1352,491,2605,10-07-2012 12:00,28-02-2014 00:00,597 days 12:00:00
1351,492,2606,10-07-2012 12:00,28-02-2014 00:00,597 days 12:00:00
1350,493,2607,10-07-2012 12:00,28-02-2014 00:00,597 days 12:00:00
1346,494,2608,10-07-2012 12:30,28-02-2014 00:00,597 days 11:30:00
1344,15,2609,10-07-2012 12:30,28-02-2014 00:00,597 days 11:30:00
1348,495,2610,10-07-2012 12:30,28-02-2014 00:00,597 days 11:30:00
1345,496,2611,10-07-2012 12:30,28-02-2014 00:00,597 days 11:30:00
1347,497,2612,10-07-2012 12:30,28-02-2014 00:00,597 days 11:30:00
76,498,2613,10-07-2012 13:30,26-03-2013 23:30,259 days 10:00:00
1341,16,2614,10-07-2012 14:00,28-02-2014 00:00,597 days 10:00:00
3503,499,2615,03-05-2012 10:30,28-02-2014 00:00,665 days 13:30:00
3500,500,2616,03-05-2012 10:30,28-02-2014 00:00,665 days 13:30:00
333,501,2617,03-05-2012 10:30,17-08-2013 23:30,471 days 13:00:00
3501,17,2618,03-05-2012 10:30,28-02-2014 00:00,665 days 13:30:00
3494,502,2619,03-05-2012 11:00,28-02-2014 00:00,665 days 13:00:00
3495,503,2620,03-05-2012 11:00,28-02-2014 00:00,665 days 13:00:00
3496,504,2621,03-05-2012 11:00,28-02-2014 00:00,665 days 13:00:00
3498,18,2622,03-05-2012 11:00,28-02-2014 00:00,665 days 13:00:00
3497,505,2623,03-05-2012 11:00,28-02-2014 00:00,665 days 13:00:00
3415,506,2624,03-05-2012 11:00,26-02-2014 00:00,663 days 13:00:00
3499,19,2625,03-05-2012 11:00,28-02-2014 00:00,665 days 13:00:00
1751,507,2626,03-05-2012 12:00,08-01-2014 00:00,614 days 12:00:00
3491,508,2627,03-05-2012 12:00,28-02-2014 00:00,665 days 12:00:00
3490,509,2628,03-05-2012 12:00,28-02-2014 00:00,665 days 12:00:00
140,510,2629,16-04-2013 18:15,28-02-2014 00:00,317 days 05:44:20
3483,511,2630,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3492,512,2631,03-05-2012 12:00,28-02-2014 00:00,665 days 12:00:00
3489,513,2632,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3482,20,2633,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
182,21,2634,03-05-2012 12:30,29-04-2013 23:30,361 days 11:00:00
3488,514,2635,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3487,515,2636,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3486,516,2637,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3485,517,2638,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3484,518,2639,03-05-2012 12:30,28-02-2014 00:00,665 days 11:30:00
3480,519,2640,03-05-2012 13:00,28-02-2014 00:00,665 days 11:00:00
3479,520,2641,03-05-2012 13:00,28-02-2014 00:00,665 days 11:00:00
3481,521,2642,03-05-2012 13:00,28-02-2014 00:00,665 days 11:00:00
3478,522,2643,03-05-2012 13:00,28-02-2014 00:00,665 days 11:00:00
3475,523,2644,03-05-2012 13:30,28-02-2014 00:00,665 days 10:30:00
3476,22,2645,03-05-2012 13:30,28-02-2014 00:00,665 days 10:30:00
3477,524,2646,03-05-2012 13:30,28-02-2014 00:00,665 days 10:30:00
3474,525,2647,03-05-2012 14:30,28-02-2014 00:00,665 days 09:30:00
1165,526,2648,03-08-2012 00:30,28-02-2014 00:00,573 days 23:30:00
3473,527,2649,04-05-2012 08:00,28-02-2014 00:00,664 days 16:00:00
657,528,2650,04-05-2012 08:30,20-09-2013 00:00,503 days 15:30:00
3471,529,2651,04-05-2012 08:30,28-02-2014 00:00,664 days 15:30:00
3472,530,2652,04-05-2012 08:30,28-02-2014 00:00,664 days 15:30:00
3469,531,2653,04-05-2012 08:30,28-02-2014 00:00,664 days 15:30:00
3470,532,2654,04-05-2012 08:30,28-02-2014 00:00,664 days 15:30:00
3463,533,2655,04-05-2012 09:00,28-02-2014 00:00,664 days 15:00:00
3464,534,2656,04-05-2012 09:00,28-02-2014 00:00,664 days 15:00:00
3465,535,2657,04-05-2012 09:00,28-02-2014 00:00,664 days 15:00:00
3466,536,2658,04-05-2012 09:00,28-02-2014 00:00,664 days 15:00:00
3467,537,2659,04-05-2012 09:00,28-02-2014 00:00,664 days 15:00:00
3468,538,2660,04-05-2012 09:00,28-02-2014 00:00,664 days 15:00:00
3456,539,2661,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3460,540,2662,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3459,541,2663,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3458,542,2664,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3462,23,2665,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3457,543,2666,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3461,544,2667,04-05-2012 09:30,28-02-2014 00:00,664 days 14:30:00
3453,24,2668,04-05-2012 10:00,28-02-2014 00:00,664 days 14:00:00
3454,545,2669,04-05-2012 10:00,28-02-2014 00:00,664 days 14:00:00
1180,546,2670,04-05-2012 10:00,05-12-2013 00:00,579 days 14:00:00
3450,547,2671,04-05-2012 10:00,28-02-2014 00:00,664 days 14:00:00
3449,25,2672,04-05-2012 10:30,28-02-2014 00:00,664 days 13:30:00
3448,26,2673,04-05-2012 10:30,28-02-2014 00:00,664 days 13:30:00
3451,548,2674,04-05-2012 10:00,28-02-2014 00:00,664 days 14:00:00
3446,27,2675,04-05-2012 10:30,28-02-2014 00:00,664 days 13:30:00
3445,549,2676,04-05-2012 10:30,28-02-2014 00:00,664 days 13:30:00
3455,28,2677,04-05-2012 10:00,28-02-2014 00:00,664 days 14:00:00
3447,29,2678,04-05-2012 10:30,28-02-2014 00:00,664 days 13:30:00
3444,30,2679,04-05-2012 11:00,28-02-2014 00:00,664 days 13:00:00
3443,31,2680,04-05-2012 11:00,28-02-2014 00:00,664 days 13:00:00
3442,550,2681,04-05-2012 11:30,28-02-2014 00:00,664 days 12:30:00
3441,551,2682,04-05-2012 11:30,28-02-2014 00:00,664 days 12:30:00
3440,552,2683,04-05-2012 11:30,28-02-2014 00:00,664 days 12:30:00
3437,553,2684,04-05-2012 12:00,28-02-2014 00:00,664 days 12:00:00
3439,554,2685,04-05-2012 12:00,28-02-2014 00:00,664 days 12:00:00
3438,32,2686,04-05-2012 12:00,28-02-2014 00:00,664 days 12:00:00
3436,555,2687,04-05-2012 12:00,28-02-2014 00:00,664 days 12:00:00
2362,556,2688,04-05-2012 12:30,04-02-2014 00:00,640 days 11:30:00
3435,557,2689,04-05-2012 12:30,28-02-2014 00:00,664 days 11:30:00
3434,33,2690,04-05-2012 13:30,28-02-2014 00:00,664 days 10:30:00
3433,558,2691,04-05-2012 14:00,28-02-2014 00:00,664 days 10:00:00
3432,34,2692,04-05-2012 14:30,28-02-2014 00:00,664 days 09:30:00
3431,559,2693,05-05-2012 08:00,28-02-2014 00:00,663 days 16:00:00
3430,35,2694,05-05-2012 08:00,28-02-2014 00:00,663 days 16:00:00
3429,36,2695,05-05-2012 08:30,28-02-2014 00:00,663 days 15:30:00
3428,560,2696,05-05-2012 08:30,28-02-2014 00:00,663 days 15:30:00
3427,561,2697,05-05-2012 09:00,28-02-2014 00:00,663 days 15:00:00
3426,562,2698,05-05-2012 09:30,28-02-2014 00:00,663 days 14:30:00
3424,563,2699,05-05-2012 09:30,28-02-2014 00:00,663 days 14:30:00
3425,564,2700,05-05-2012 09:30,28-02-2014 00:00,663 days 14:30:00
3422,37,2701,05-05-2012 09:30,28-02-2014 00:00,663 days 14:30:00
3423,565,2702,05-05-2012 09:30,28-02-2014 00:00,663 days 14:30:00
3418,566,2703,05-05-2012 10:00,28-02-2014 00:00,663 days 14:00:00
3419,567,2704,05-05-2012 10:00,28-02-2014 00:00,663 days 14:00:00
1172,568,2705,31-07-2012 00:30,28-02-2014 00:00,576 days 23:30:00
3420,569,2706,05-05-2012 10:00,28-02-2014 00:00,663 days 14:00:00
3421,570,2707,05-05-2012 10:00,28-02-2014 00:00,663 days 14:00:00
3417,571,2708,05-05-2012 10:30,28-02-2014 00:00,663 days 13:30:00
3416,572,2709,05-05-2012 10:30,28-02-2014 00:00,663 days 13:30:00
3414,38,2710,05-05-2012 11:30,28-02-2014 00:00,663 days 12:30:00
3413,573,2711,05-05-2012 12:30,28-02-2014 00:00,663 days 11:30:00
3408,39,2712,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3401,40,2713,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3406,574,2714,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3405,575,2715,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3404,576,2716,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3407,577,2717,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3409,578,2718,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3395,579,2719,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3403,580,2720,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3396,581,2721,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3402,41,2722,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3410,582,2723,08-05-2012 08:00,28-02-2014 00:00,660 days 16:00:00
3397,583,2724,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3400,584,2725,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3394,42,2726,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3398,585,2727,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3392,43,2728,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
3399,586,2729,08-05-2012 08:30,28-02-2014 00:00,660 days 15:30:00
3393,587,2730,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
3389,588,2731,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
3391,44,2732,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
3388,589,2733,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
3387,590,2734,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
1777,591,2735,21-06-2012 00:30,28-02-2014 00:00,616 days 23:30:00
3382,592,2736,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3381,593,2737,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3390,45,2738,08-05-2012 09:00,28-02-2014 00:00,660 days 15:00:00
3380,594,2739,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3379,595,2740,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3383,46,2741,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3378,596,2742,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
3377,597,2743,08-05-2012 09:30,28-02-2014 00:00,660 days 14:30:00
2383,598,2744,08-05-2012 09:30,08-02-2014 00:00,640 days 14:30:00
3270,599,2745,09-05-2012 14:00,28-02-2014 00:00,659 days 10:00:00
3269,600,2746,09-05-2012 14:00,28-02-2014 00:00,659 days 10:00:00
3272,601,2747,09-05-2012 14:00,28-02-2014 00:00,659 days 10:00:00
3268,602,2748,09-05-2012 14:30,28-02-2014 00:00,659 days 09:30:00
3267,603,2749,10-05-2012 08:00,28-02-2014 00:00,658 days 16:00:00
3266,604,2750,10-05-2012 08:00,28-02-2014 00:00,658 days 16:00:00
3263,605,2751,10-05-2012 08:30,28-02-2014 00:00,658 days 15:30:00
3264,606,2752,10-05-2012 08:30,28-02-2014 00:00,658 days 15:30:00
3265,607,2753,10-05-2012 08:30,28-02-2014 00:00,658 days 15:30:00
3262,608,2754,10-05-2012 08:30,28-02-2014 00:00,658 days 15:30:00
3261,609,2755,10-05-2012 08:30,28-02-2014 00:00,658 days 15:30:00
3260,610,2756,10-05-2012 08:30,28-02-2014 00:00,658 days 15:30:00
3259,611,2757,10-05-2012 09:00,28-02-2014 00:00,658 days 15:00:00
3255,47,2758,10-05-2012 09:00,28-02-2014 00:00,658 days 15:00:00
3256,612,2759,10-05-2012 09:00,28-02-2014 00:00,658 days 15:00:00
3257,613,2760,10-05-2012 09:00,28-02-2014 00:00,658 days 15:00:00
3254,614,2761,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
3253,615,2762,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
3252,616,2763,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
3258,617,2764,10-05-2012 09:00,28-02-2014 00:00,658 days 15:00:00
3251,48,2765,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
3250,618,2766,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
508,619,2767,10-05-2012 09:30,18-09-2013 00:00,495 days 14:30:00
3249,620,2768,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
327,49,2769,10-05-2012 09:30,21-08-2013 23:30,468 days 14:00:00
3248,621,2770,10-05-2012 09:30,28-02-2014 00:00,658 days 14:30:00
3247,622,2771,10-05-2012 10:00,28-02-2014 00:00,658 days 14:00:00
3246,623,2772,10-05-2012 10:00,28-02-2014 00:00,658 days 14:00:00
178,624,2773,10-05-2012 10:00,02-05-2013 00:00,356 days 14:00:00
2205,50,2774,10-05-2012 10:30,06-02-2014 00:00,636 days 13:30:00
3238,625,2775,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3239,626,2776,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3240,627,2777,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
1114,628,2778,10-05-2012 10:30,29-10-2013 00:00,536 days 13:30:00
3241,629,2779,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3242,630,2780,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3243,631,2781,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3244,632,2782,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3232,633,2783,10-05-2012 11:00,28-02-2014 00:00,658 days 13:00:00
3245,634,2784,10-05-2012 10:30,28-02-2014 00:00,658 days 13:30:00
3236,635,2785,10-05-2012 11:00,28-02-2014 00:00,658 days 13:00:00
3235,51,2786,10-05-2012 11:00,28-02-2014 00:00,658 days 13:00:00
3234,636,2787,10-05-2012 11:00,28-02-2014 00:00,658 days 13:00:00
3233,637,2788,10-05-2012 11:00,28-02-2014 00:00,658 days 13:00:00
1735,638,2789,27-06-2012 00:30,28-02-2014 00:00,610 days 23:30:00
3231,639,2790,10-05-2012 11:30,28-02-2014 00:00,658 days 12:30:00
3230,640,2791,10-05-2012 11:30,28-02-2014 00:00,658 days 12:30:00
3226,52,2792,10-05-2012 11:30,28-02-2014 00:00,658 days 12:30:00
3229,641,2793,10-05-2012 11:30,28-02-2014 00:00,658 days 12:30:00
3227,53,2794,10-05-2012 11:30,28-02-2014 00:00,658 days 12:30:00
3228,54,2795,10-05-2012 11:30,28-02-2014 00:00,658 days 12:30:00
200,642,2796,13-02-2013 18:14,28-02-2014 00:00,379 days 05:45:06
3225,55,2797,10-05-2012 12:00,28-02-2014 00:00,658 days 12:00:00
3221,56,2798,10-05-2012 12:30,28-02-2014 00:00,658 days 11:30:00
3224,643,2799,10-05-2012 12:30,28-02-2014 00:00,658 days 11:30:00
3222,57,2800,10-05-2012 12:30,28-02-2014 00:00,658 days 11:30:00
180,644,2801,10-05-2012 12:30,03-05-2013 00:00,357 days 11:30:00
3223,645,2802,10-05-2012 12:30,28-02-2014 00:00,658 days 11:30:00
3218,646,2803,10-05-2012 13:00,28-02-2014 00:00,658 days 11:00:00
539,647,2804,10-05-2012 13:00,20-09-2013 00:00,497 days 11:00:00
3219,648,2805,10-05-2012 13:00,28-02-2014 00:00,658 days 11:00:00
3220,649,2806,10-05-2012 13:00,28-02-2014 00:00,658 days 11:00:00
3216,650,2807,10-05-2012 13:30,28-02-2014 00:00,658 days 10:30:00
3217,651,2808,10-05-2012 13:30,28-02-2014 00:00,658 days 10:30:00
3215,58,2809,10-05-2012 13:30,28-02-2014 00:00,658 days 10:30:00
3214,652,2810,10-05-2012 14:00,28-02-2014 00:00,658 days 10:00:00
3213,59,2811,10-05-2012 15:00,28-02-2014 00:00,658 days 09:00:00
3211,653,2812,11-05-2012 08:00,28-02-2014 00:00,657 days 16:00:00
3212,654,2813,11-05-2012 08:00,28-02-2014 00:00,657 days 16:00:00
3209,60,2814,11-05-2012 08:00,28-02-2014 00:00,657 days 16:00:00
192,655,2815,11-05-2012 08:00,17-05-2013 00:00,370 days 16:00:00
3207,656,2816,11-05-2012 08:00,28-02-2014 00:00,657 days 16:00:00
3210,657,2817,11-05-2012 08:00,28-02-2014 00:00,657 days 16:00:00
3208,658,2818,11-05-2012 08:00,28-02-2014 00:00,657 days 16:00:00
3205,659,2819,11-05-2012 08:30,28-02-2014 00:00,657 days 15:30:00
3206,660,2820,11-05-2012 08:30,28-02-2014 00:00,657 days 15:30:00
3203,661,2821,11-05-2012 08:30,28-02-2014 00:00,657 days 15:30:00
3202,662,2822,11-05-2012 08:30,28-02-2014 00:00,657 days 15:30:00
3201,663,2823,11-05-2012 08:30,28-02-2014 00:00,657 days 15:30:00
3204,664,2824,11-05-2012 08:30,28-02-2014 00:00,657 days 15:30:00
3197,665,2825,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3193,61,2826,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3191,62,2827,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3196,666,2828,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3200,667,2829,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3195,668,2830,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3199,669,2831,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3194,670,2832,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3198,63,2833,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
3192,671,2834,11-05-2012 09:00,28-02-2014 00:00,657 days 15:00:00
287,672,2835,11-05-2012 09:30,22-07-2013 00:00,436 days 14:30:00
325,64,2836,11-05-2012 09:00,21-08-2013 23:30,467 days 14:30:00
3190,673,2837,11-05-2012 09:30,28-02-2014 00:00,657 days 14:30:00
3189,674,2838,11-05-2012 09:30,28-02-2014 00:00,657 days 14:30:00
3188,65,2839,11-05-2012 09:30,28-02-2014 00:00,657 days 14:30:00
3187,675,2840,11-05-2012 09:30,28-02-2014 00:00,657 days 14:30:00
3186,676,2841,11-05-2012 09:30,28-02-2014 00:00,657 days 14:30:00
81,677,2842,11-05-2012 09:30,30-01-2013 00:00,263 days 14:30:00
3181,678,2843,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
257,679,2844,11-05-2012 10:00,07-07-2013 23:30,422 days 13:30:00
3178,66,2845,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
3180,680,2846,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
1139,681,2847,11-05-2012 10:00,20-11-2013 00:00,557 days 14:00:00
3177,67,2848,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
3179,682,2849,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
3182,683,2850,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
3183,684,2851,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
2622,685,2852,11-05-2012 10:00,17-02-2014 00:00,646 days 14:00:00
3185,686,2853,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
3184,687,2854,11-05-2012 10:00,28-02-2014 00:00,657 days 14:00:00
1135,68,2855,11-05-2012 10:00,18-11-2013 23:30,556 days 13:30:00
3175,688,2856,11-05-2012 10:30,28-02-2014 00:00,657 days 13:30:00
3176,689,2857,11-05-2012 10:30,28-02-2014 00:00,657 days 13:30:00
3174,690,2858,11-05-2012 10:30,28-02-2014 00:00,657 days 13:30:00
3173,691,2859,11-05-2012 11:00,28-02-2014 00:00,657 days 13:00:00
3142,692,2860,12-05-2012 00:30,28-02-2014 00:00,656 days 23:30:00
3172,69,2861,11-05-2012 11:00,28-02-2014 00:00,657 days 13:00:00
3171,693,2862,11-05-2012 11:00,28-02-2014 00:00,657 days 13:00:00
3169,694,2863,11-05-2012 11:00,28-02-2014 00:00,657 days 13:00:00
3166,70,2864,11-05-2012 11:30,28-02-2014 00:00,657 days 12:30:00
3168,695,2865,11-05-2012 11:30,28-02-2014 00:00,657 days 12:30:00
3165,696,2866,11-05-2012 11:30,28-02-2014 00:00,657 days 12:30:00
305,697,2867,11-05-2012 11:30,03-08-2013 00:00,448 days 12:30:00
3164,71,2868,11-05-2012 11:30,28-02-2014 00:00,657 days 12:30:00
3167,72,2869,11-05-2012 11:30,28-02-2014 00:00,657 days 12:30:00
3141,698,2870,12-05-2012 00:30,28-02-2014 00:00,656 days 23:30:00
2476,699,2871,11-05-2012 12:00,15-02-2014 00:00,644 days 12:00:00
3162,700,2872,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3161,701,2873,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
3156,73,2874,11-05-2012 12:00,28-02-2014 00:00,657 days 12:00:00
1715,702,2875,30-06-2012 09:00,28-02-2014 00:00,607 days 15:00:00
1714,703,2876,30-06-2012 09:00,28-02-2014 00:00,607 days 15:00:00
1713,704,2877,30-06-2012 09:00,28-02-2014 00:00,607 days 15:00:00
1712,705,2878,30-06-2012 09:30,28-02-2014 00:00,607 days 14:30:00
1681,74,2879,30-06-2012 10:30,26-02-2014 00:00,605 days 13:30:00
1711,706,2880,30-06-2012 11:00,28-02-2014 00:00,607 days 13:00:00
1710,75,2881,30-06-2012 11:30,28-02-2014 00:00,607 days 12:30:00
1709,707,2882,30-06-2012 12:00,28-02-2014 00:00,607 days 12:00:00
1705,708,2883,02-07-2012 08:00,28-02-2014 00:00,605 days 16:00:00
1704,709,2884,02-07-2012 08:00,28-02-2014 00:00,605 days 16:00:00
1706,710,2885,02-07-2012 08:00,28-02-2014 00:00,605 days 16:00:00
1701,76,2886,02-07-2012 08:30,28-02-2014 00:00,605 days 15:30:00
1118,711,2887,02-07-2012 08:30,23-12-2013 00:00,538 days 15:30:00
1703,712,2888,02-07-2012 08:30,28-02-2014 00:00,605 days 15:30:00
1702,713,2889,02-07-2012 08:30,28-02-2014 00:00,605 days 15:30:00
1697,714,2890,02-07-2012 09:00,28-02-2014 00:00,605 days 15:00:00
1699,77,2891,02-07-2012 09:00,28-02-2014 00:00,605 days 15:00:00
1696,715,2892,02-07-2012 09:00,28-02-2014 00:00,605 days 15:00:00
1695,716,2893,02-07-2012 09:00,28-02-2014 00:00,605 days 15:00:00
1698,78,2894,02-07-2012 09:00,28-02-2014 00:00,605 days 15:00:00
1700,79,2895,02-07-2012 09:00,28-02-2014 00:00,605 days 15:00:00
1692,717,2896,02-07-2012 09:30,28-02-2014 00:00,605 days 14:30:00
216,80,2897,02-07-2012 09:30,02-08-2013 23:30,396 days 14:00:00
1693,718,2898,02-07-2012 09:30,28-02-2014 00:00,605 days 14:30:00
1690,719,2899,02-07-2012 09:30,28-02-2014 00:00,605 days 14:30:00
1691,720,2900,02-07-2012 09:30,28-02-2014 00:00,605 days 14:30:00
1689,81,2901,02-07-2012 09:30,28-02-2014 00:00,605 days 14:30:00
1684,721,2902,02-07-2012 10:00,28-02-2014 00:00,605 days 14:00:00
1631,722,2903,04-07-2012 00:30,28-02-2014 00:00,603 days 23:30:00
1686,723,2904,02-07-2012 10:00,28-02-2014 00:00,605 days 14:00:00
1687,724,2905,02-07-2012 10:00,28-02-2014 00:00,605 days 14:00:00
1688,725,2906,02-07-2012 10:00,28-02-2014 00:00,605 days 14:00:00
1685,726,2907,02-07-2012 10:00,28-02-2014 00:00,605 days 14:00:00
1683,727,2908,02-07-2012 10:30,28-02-2014 00:00,605 days 13:30:00
1580,82,2909,02-07-2012 10:30,25-02-2014 00:00,602 days 13:30:00
1678,83,2910,02-07-2012 11:00,28-02-2014 00:00,605 days 13:00:00
1597,728,2911,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
1676,729,2912,02-07-2012 11:00,28-02-2014 00:00,605 days 13:00:00
1675,730,2913,02-07-2012 11:00,28-02-2014 00:00,605 days 13:00:00
1677,731,2914,02-07-2012 11:00,28-02-2014 00:00,605 days 13:00:00
1679,84,2915,02-07-2012 11:00,28-02-2014 00:00,605 days 13:00:00
1674,732,2916,02-07-2012 11:30,28-02-2014 00:00,605 days 12:30:00
1672,733,2917,02-07-2012 11:30,28-02-2014 00:00,605 days 12:30:00
1673,85,2918,02-07-2012 11:30,28-02-2014 00:00,605 days 12:30:00
1667,734,2919,02-07-2012 12:00,28-02-2014 00:00,605 days 12:00:00
1671,735,2920,02-07-2012 12:00,28-02-2014 00:00,605 days 12:00:00
1670,736,2921,02-07-2012 12:00,28-02-2014 00:00,605 days 12:00:00
1669,737,2922,02-07-2012 12:00,28-02-2014 00:00,605 days 12:00:00
1668,738,2923,02-07-2012 12:00,28-02-2014 00:00,605 days 12:00:00
1665,739,2924,02-07-2012 12:30,28-02-2014 00:00,605 days 11:30:00
202,86,2925,02-07-2012 12:30,19-07-2013 00:00,381 days 11:30:00
214,87,2926,02-07-2012 12:30,02-08-2013 23:30,396 days 11:00:00
1666,88,2927,02-07-2012 12:30,28-02-2014 00:00,605 days 11:30:00
1664,740,2928,02-07-2012 13:00,28-02-2014 00:00,605 days 11:00:00
1663,741,2929,02-07-2012 13:00,28-02-2014 00:00,605 days 11:00:00
1662,89,2930,02-07-2012 13:00,28-02-2014 00:00,605 days 11:00:00
1661,90,2931,02-07-2012 13:30,28-02-2014 00:00,605 days 10:30:00
1660,91,2932,02-07-2012 14:00,28-02-2014 00:00,605 days 10:00:00
1659,742,2933,02-07-2012 14:00,28-02-2014 00:00,605 days 10:00:00
1658,743,2934,02-07-2012 14:00,28-02-2014 00:00,605 days 10:00:00
1657,92,2935,02-07-2012 14:00,28-02-2014 00:00,605 days 10:00:00
1656,744,2936,02-07-2012 14:30,28-02-2014 00:00,605 days 09:30:00
1655,745,2937,02-07-2012 14:30,28-02-2014 00:00,605 days 09:30:00
1654,746,2938,02-07-2012 15:00,28-02-2014 00:00,605 days 09:00:00
1653,747,2939,02-07-2012 15:30,28-02-2014 00:00,605 days 08:30:00
1599,748,2940,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
1652,749,2941,03-07-2012 08:00,28-02-2014 00:00,604 days 16:00:00
1604,750,2942,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
1596,751,2943,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
1595,752,2944,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
1594,753,2945,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
1593,754,2946,05-07-2012 00:30,28-02-2014 00:00,602 days 23:30:00
